"date","oh_region","icu_current_covid","icu_current_covid_vented","hospitalizations","icu_crci_total","icu_crci_total_vented","icu_former_covid","icu_former_covid_vented"
"2021-07-25","CENTRAL",23,11,23,35,16,12,5
"2021-07-26","CENTRAL",22,12,24,34,16,12,4
"2021-07-27","CENTRAL",22,10,20,35,16,13,6
"2021-07-28","CENTRAL",22,11,22,35,16,13,5
"2021-07-29","CENTRAL",22,11,17,33,17,11,6
"2021-07-30","CENTRAL",21,13,19,30,19,9,6
"2021-07-31","CENTRAL",19,12,17,28,18,9,6
"2021-08-01","CENTRAL",19,10,18,29,16,10,6
"2021-08-02","CENTRAL",17,9,17,27,15,10,6
"2021-08-03","CENTRAL",16,9,28,27,15,11,6
"2021-08-04","CENTRAL",19,10,31,31,16,12,6
"2021-08-05","CENTRAL",19,11,43,31,18,12,7
"2021-08-06","CENTRAL",20,12,21,31,19,11,7
"2021-08-07","CENTRAL",23,12,29,34,19,11,7
"2021-08-08","CENTRAL",23,12,23,33,18,10,6
"2021-08-09","CENTRAL",20,12,23,30,18,10,6
"2021-08-10","CENTRAL",21,10,26,31,17,10,7
"2021-08-11","CENTRAL",22,12,29,32,20,10,8
"2021-08-12","CENTRAL",21,13,30,32,22,11,9
"2021-08-13","CENTRAL",21,11,35,33,21,12,10
"2021-08-14","CENTRAL",23,11,33,34,20,11,9
"2021-08-15","CENTRAL",24,9,35,35,14,11,5
"2021-08-16","CENTRAL",23,11,34,35,19,12,8
"2021-08-17","CENTRAL",22,9,36,35,16,13,7
"2021-08-18","CENTRAL",24,9,42,37,17,13,8
"2021-08-19","CENTRAL",25,12,49,38,21,13,9
"2021-08-20","CENTRAL",24,13,58,34,19,10,6
"2021-08-21","CENTRAL",29,13,66,41,20,12,7
"2021-08-22","CENTRAL",31,12,79,43,20,12,8
"2021-08-23","CENTRAL",37,16,86,50,24,13,8
"2021-08-24","CENTRAL",40,18,95,52,27,12,9
"2021-08-25","CENTRAL",43,21,95,57,30,14,9
"2021-08-26","CENTRAL",39,21,99,53,30,14,9
"2021-08-27","CENTRAL",43,18,101,56,26,13,8
"2021-08-28","CENTRAL",45,25,96,57,33,12,8
"2021-08-29","CENTRAL",48,22,113,59,31,11,9
"2021-08-30","CENTRAL",46,26,115,57,33,11,7
"2021-08-31","CENTRAL",48,24,103,59,31,11,7
"2021-09-01","CENTRAL",53,29,95,62,35,9,6
"2021-09-02","CENTRAL",51,32,101,60,38,9,6
"2021-09-03","CENTRAL",47,29,96,55,34,8,5
"2021-09-04","CENTRAL",46,27,101,54,33,8,6
"2021-09-05","CENTRAL",46,27,99,54,33,8,6
"2021-09-06","CENTRAL",50,30,102,58,36,8,6
"2021-09-07","CENTRAL",54,29,97,62,35,8,6
"2021-09-08","CENTRAL",50,26,100,58,32,8,6
"2021-09-09","CENTRAL",42,25,94,50,31,8,6
"2021-09-10","CENTRAL",44,24,96,53,31,9,7
"2021-09-11","CENTRAL",48,24,99,57,31,9,7
"2021-09-12","CENTRAL",53,30,98,61,37,8,7
"2021-09-13","CENTRAL",55,34,97,63,41,8,7
"2021-09-14","CENTRAL",52,37,104,59,44,7,7
"2021-09-15","CENTRAL",51,37,96,60,45,9,8
"2021-09-16","CENTRAL",48,35,83,57,43,9,8
"2021-09-17","CENTRAL",45,33,78,53,41,8,8
"2021-09-18","CENTRAL",46,33,82,54,41,8,8
"2021-09-19","CENTRAL",43,33,87,51,40,8,7
"2021-09-20","CENTRAL",41,34,78,50,42,9,8
"2021-09-21","CENTRAL",43,34,82,52,42,9,8
"2021-09-22","CENTRAL",47,34,80,55,42,8,8
"2021-09-23","CENTRAL",46,34,88,54,42,8,8
"2021-09-24","CENTRAL",39,30,81,47,36,8,6
"2021-09-25","CENTRAL",38,31,86,47,37,9,6
"2021-09-26","CENTRAL",37,28,76,45,34,8,6
"2021-09-27","CENTRAL",36,26,68,45,33,9,7
"2021-09-28","CENTRAL",37,24,66,46,31,9,7
"2021-09-29","CENTRAL",39,24,63,47,32,8,8
"2021-09-30","CENTRAL",36,22,61,44,30,8,8
"2021-10-01","CENTRAL",35,20,59,43,26,8,6
"2021-10-02","CENTRAL",32,17,61,40,23,8,6
"2021-10-03","CENTRAL",30,18,63,39,23,9,5
"2021-10-04","CENTRAL",33,19,70,40,23,7,4
"2021-10-05","CENTRAL",33,21,65,40,27,7,6
"2021-10-06","CENTRAL",29,20,67,35,26,6,6
"2021-10-07","CENTRAL",31,18,63,38,24,7,6
"2021-10-08","CENTRAL",31,17,76,38,22,7,5
"2021-10-09","CENTRAL",31,21,59,38,27,7,6
"2021-10-10","CENTRAL",32,19,65,40,25,8,6
"2021-10-11","CENTRAL",31,20,56,39,27,8,7
"2021-10-12","CENTRAL",29,21,63,38,28,9,7
"2021-10-13","CENTRAL",32,19,67,41,26,9,7
"2021-10-14","CENTRAL",35,21,58,44,28,9,7
"2021-10-15","CENTRAL",35,21,61,44,29,9,8
"2021-10-16","CENTRAL",37,20,52,47,27,10,7
"2021-10-17","CENTRAL",39,22,66,49,30,10,8
"2021-10-18","CENTRAL",35,23,63,46,31,11,8
"2021-10-19","CENTRAL",37,27,64,48,35,11,8
"2021-10-20","CENTRAL",35,21,70,46,30,11,9
"2021-10-21","CENTRAL",28,20,68,41,30,13,10
"2021-10-22","CENTRAL",26,20,63,39,31,13,11
"2021-10-23","CENTRAL",29,22,60,42,33,13,11
"2021-10-24","CENTRAL",29,21,55,41,32,12,11
"2021-10-25","CENTRAL",28,19,50,41,31,13,12
"2021-10-26","CENTRAL",28,19,46,41,30,13,11
"2021-10-27","CENTRAL",28,21,45,40,30,12,9
"2021-10-28","CENTRAL",30,22,48,42,31,12,9
"2021-10-29","CENTRAL",31,19,47,43,26,12,7
"2021-10-30","CENTRAL",34,24,50,44,29,10,5
"2021-10-31","CENTRAL",36,23,53,46,28,10,5
"2021-11-01","CENTRAL",36,23,52,46,29,10,6
"2021-11-02","CENTRAL",31,22,49,39,26,8,4
"2021-11-03","CENTRAL",32,24,44,38,28,6,4
"2021-11-04","CENTRAL",31,24,47,37,28,6,4
"2021-11-05","CENTRAL",31,24,42,38,29,7,5
"2021-11-06","CENTRAL",27,20,51,34,25,7,5
"2021-11-07","CENTRAL",27,19,44,34,23,7,4
"2021-11-08","CENTRAL",29,17,45,35,20,6,3
"2021-11-09","CENTRAL",28,16,37,34,20,6,4
"2021-11-10","CENTRAL",27,17,35,33,21,6,4
"2021-11-11","CENTRAL",26,16,37,32,20,6,4
"2021-11-12","CENTRAL",30,17,36,36,21,6,4
"2021-11-13","CENTRAL",28,17,44,35,21,7,4
"2021-11-14","CENTRAL",28,16,46,36,20,8,4
"2021-11-15","CENTRAL",29,17,42,37,21,8,4
"2021-11-16","CENTRAL",28,16,42,34,20,6,4
"2021-11-17","CENTRAL",28,17,52,34,22,6,5
"2021-11-18","CENTRAL",28,13,56,35,17,7,4
"2021-11-19","CENTRAL",27,12,50,34,17,7,5
"2021-11-20","CENTRAL",27,11,53,34,15,7,4
"2021-11-21","CENTRAL",22,7,58,30,11,8,4
"2021-11-22","CENTRAL",21,5,52,29,10,8,5
"2021-11-23","CENTRAL",20,8,47,27,12,7,4
"2021-11-24","CENTRAL",21,9,41,28,13,7,4
"2021-11-25","CENTRAL",23,11,36,29,15,6,4
"2021-11-26","CENTRAL",21,11,38,27,15,6,4
"2021-11-27","CENTRAL",22,12,48,27,15,5,3
"2021-11-28","CENTRAL",23,13,50,28,17,5,4
"2021-11-29","CENTRAL",22,13,53,27,17,5,4
"2021-11-30","CENTRAL",23,10,47,28,14,5,4
"2021-12-01","CENTRAL",25,14,52,30,18,5,4
"2021-12-02","CENTRAL",27,15,58,32,19,5,4
"2021-12-03","CENTRAL",26,17,53,30,20,4,3
"2021-12-04","CENTRAL",30,17,70,34,20,4,3
"2021-12-05","CENTRAL",28,15,79,31,17,3,2
"2021-12-06","CENTRAL",26,13,74,29,15,3,2
"2021-12-07","CENTRAL",26,14,60,28,16,2,2
"2021-12-08","CENTRAL",24,14,57,27,16,3,2
"2021-12-09","CENTRAL",22,9,64,26,11,4,2
"2021-12-10","CENTRAL",20,9,59,23,11,3,2
"2021-12-11","CENTRAL",25,11,69,28,13,3,2
"2021-12-12","CENTRAL",25,10,76,28,12,3,2
"2021-12-13","CENTRAL",25,12,51,28,13,3,1
"2021-12-14","CENTRAL",22,14,60,25,16,3,2
"2021-12-15","CENTRAL",26,14,60,29,15,3,1
"2021-12-16","CENTRAL",22,13,46,25,15,3,2
"2021-12-17","CENTRAL",22,12,50,25,14,3,2
"2021-12-18","CENTRAL",25,15,56,29,17,4,2
"2021-12-19","CENTRAL",26,16,72,30,18,4,2
"2021-12-20","CENTRAL",26,14,67,30,16,4,2
"2021-12-21","CENTRAL",30,18,76,35,20,5,2
"2021-12-22","CENTRAL",27,16,101,31,18,4,2
"2021-12-23","CENTRAL",30,16,99,33,18,3,2
"2021-12-24","CENTRAL",31,16,95,34,18,3,2
"2021-12-25","CENTRAL",34,14,106,37,16,3,2
"2021-12-26","CENTRAL",37,17,120,41,20,4,3
"2021-12-27","CENTRAL",37,16,171,41,19,4,3
"2021-12-28","CENTRAL",36,14,182,41,17,5,3
"2021-12-29","CENTRAL",37,15,267,41,19,4,4
"2021-12-30","CENTRAL",40,16,314,44,20,4,4
"2021-12-31","CENTRAL",42,18,356,47,22,5,4
"2022-01-01","CENTRAL",44,17,430,48,21,4,4
"2022-01-02","CENTRAL",57,26,487,61,30,4,4
"2022-01-03","CENTRAL",67,30,554,71,33,4,3
"2022-01-04","CENTRAL",71,32,534,75,35,4,3
"2022-01-05","CENTRAL",81,37,619,85,39,4,2
"2022-01-06","CENTRAL",85,44,671,89,47,4,3
"2022-01-07","CENTRAL",97,53,721,102,56,5,3
"2022-01-08","CENTRAL",104,55,786,109,58,5,3
"2022-01-09","CENTRAL",109,54,828,114,57,5,3
"2022-01-10","CENTRAL",115,59,865,119,62,4,3
"2022-01-11","CENTRAL",133,68,867,137,72,4,4
"2022-01-12","CENTRAL",128,72,895,134,76,6,4
"2022-01-13","CENTRAL",130,73,914,134,77,4,4
"2022-01-14","CENTRAL",140,81,895,145,85,5,4
"2022-01-15","CENTRAL",152,90,927,157,94,5,4
"2022-01-16","CENTRAL",151,92,921,156,96,5,4
"2022-01-17","CENTRAL",156,82,872,161,84,5,2
"2022-01-18","CENTRAL",157,94,936,162,98,5,4
"2022-01-19","CENTRAL",154,94,964,158,98,4,4
"2022-01-20","CENTRAL",156,98,892,159,100,3,2
"2022-01-21","CENTRAL",154,96,851,159,97,5,1
"2022-01-22","CENTRAL",151,97,876,156,99,5,2
"2022-01-23","CENTRAL",152,97,884,158,100,6,3
"2022-01-24","CENTRAL",154,96,845,162,101,8,5
"2022-01-25","CENTRAL",152,86,788,160,90,8,4
"2022-01-26","CENTRAL",150,91,720,157,102,7,11
"2022-01-27","CENTRAL",145,99,663,151,102,6,3
"2022-01-28","CENTRAL",145,95,605,152,100,7,5
"2022-01-29","CENTRAL",143,100,617,150,102,7,2
"2022-01-30","CENTRAL",141,91,624,147,92,6,1
"2022-01-31","CENTRAL",132,87,570,136,88,4,1
"2022-02-01","CENTRAL",131,84,524,136,87,5,3
"2022-02-02","CENTRAL",123,85,488,129,88,6,3
"2022-02-03","CENTRAL",113,70,432,119,74,6,4
"2022-02-04","CENTRAL",114,79,451,120,83,6,4
"2022-02-05","CENTRAL",111,72,435,117,74,6,2
"2022-02-06","CENTRAL",111,73,423,117,75,6,2
"2022-02-07","CENTRAL",106,69,365,113,72,7,3
"2022-02-08","CENTRAL",99,66,331,107,70,8,4
"2022-02-09","CENTRAL",102,70,288,110,75,8,5
"2022-02-10","CENTRAL",101,68,279,111,75,10,7
"2022-02-11","CENTRAL",96,68,258,104,76,8,8
"2022-02-12","CENTRAL",94,60,246,101,65,7,5
"2022-02-13","CENTRAL",99,62,250,107,68,8,6
"2022-02-14","CENTRAL",100,65,223,109,70,9,5
"2022-02-15","CENTRAL",92,59,206,101,65,9,6
"2022-02-16","CENTRAL",89,60,193,97,64,8,4
"2022-02-17","CENTRAL",92,61,188,98,63,6,2
"2022-02-18","CENTRAL",83,57,170,90,59,7,2
"2022-02-19","CENTRAL",77,54,178,84,57,7,3
"2022-02-20","CENTRAL",77,55,175,85,58,8,3
"2022-02-21","CENTRAL",76,54,179,84,58,8,4
"2022-02-22","CENTRAL",74,52,179,82,58,8,6
"2022-02-23","CENTRAL",68,49,165,77,54,9,5
"2022-02-24","CENTRAL",66,45,152,75,50,9,5
"2022-02-25","CENTRAL",63,43,130,71,46,8,3
"2022-02-26","CENTRAL",66,45,136,72,48,6,3
"2022-02-27","CENTRAL",65,39,139,72,43,7,4
"2022-02-28","CENTRAL",65,38,142,71,40,6,2
"2022-03-01","CENTRAL",67,38,141,73,41,6,3
"2022-03-02","CENTRAL",62,34,137,68,37,6,3
"2022-03-03","CENTRAL",59,34,140,67,39,8,5
"2022-03-04","CENTRAL",57,34,138,66,39,9,5
"2022-03-05","CENTRAL",58,26,142,66,32,8,6
"2022-03-06","CENTRAL",59,30,148,67,35,8,5
"2022-03-07","CENTRAL",58,32,152,66,37,8,5
"2022-03-08","CENTRAL",55,31,133,63,36,8,5
"2022-03-09","CENTRAL",52,32,118,62,37,10,5
"2022-03-10","CENTRAL",49,33,116,61,38,12,5
"2022-03-11","CENTRAL",47,30,111,59,35,12,5
"2022-03-12","CENTRAL",48,29,106,60,34,12,5
"2022-03-13","CENTRAL",43,22,89,55,26,12,4
"2022-03-14","CENTRAL",44,26,87,55,30,11,4
"2022-03-15","CENTRAL",42,23,96,52,27,10,4
"2022-03-16","CENTRAL",41,24,86,51,27,10,3
"2022-03-17","CENTRAL",36,22,93,47,25,11,3
"2022-03-18","CENTRAL",35,21,92,44,24,9,3
"2022-03-19","CENTRAL",32,22,103,41,26,9,4
"2022-03-20","CENTRAL",33,22,111,41,26,8,4
"2022-03-21","CENTRAL",32,20,116,40,24,8,4
"2022-03-22","CENTRAL",33,20,125,41,23,8,3
"2022-03-23","CENTRAL",31,21,128,39,24,8,3
"2022-03-24","CENTRAL",29,20,124,37,23,8,3
"2022-03-25","CENTRAL",27,20,122,36,24,9,4
"2022-03-26","CENTRAL",27,17,137,36,21,9,4
"2022-03-27","CENTRAL",27,16,145,37,19,10,3
"2022-03-28","CENTRAL",29,17,154,39,22,10,5
"2022-03-29","CENTRAL",31,20,159,42,26,11,6
"2022-03-30","CENTRAL",28,19,148,39,25,11,6
"2022-03-31","CENTRAL",24,18,172,36,24,12,6
"2022-04-01","CENTRAL",28,18,185,40,25,12,7
"2022-04-02","CENTRAL",28,15,200,40,20,12,5
"2022-04-03","CENTRAL",25,12,221,37,16,12,4
"2022-04-04","CENTRAL",25,16,216,36,19,11,3
"2022-04-05","CENTRAL",25,15,197,36,20,11,5
"2022-04-06","CENTRAL",24,15,223,34,19,10,4
"2022-04-07","CENTRAL",27,16,246,36,20,9,4
"2022-04-08","CENTRAL",31,18,224,39,22,8,4
"2022-04-09","CENTRAL",31,18,250,39,22,8,4
"2022-04-10","CENTRAL",34,19,278,42,22,8,3
"2022-04-11","CENTRAL",35,19,250,43,23,8,4
"2022-04-12","CENTRAL",33,19,262,40,23,7,4
"2022-04-13","CENTRAL",29,19,263,36,23,7,4
"2022-04-14","CENTRAL",28,15,269,35,19,7,4
"2022-04-15","CENTRAL",26,15,268,33,17,7,2
"2022-04-16","CENTRAL",29,17,261,34,19,5,2
"2022-04-17","CENTRAL",32,21,257,38,24,6,3
"2022-04-18","CENTRAL",32,20,270,37,23,5,3
"2022-04-19","CENTRAL",31,21,305,36,25,5,4
"2022-04-20","CENTRAL",30,21,308,35,25,5,4
"2022-04-21","CENTRAL",34,20,311,39,24,5,4
"2022-04-22","CENTRAL",38,16,271,42,19,4,3
"2022-04-23","CENTRAL",34,22,284,38,25,4,3
"2022-04-24","CENTRAL",33,23,274,37,25,4,2
"2022-04-25","CENTRAL",39,25,313,42,27,3,2
"2022-04-26","CENTRAL",35,23,305,39,27,4,4
"2022-04-27","CENTRAL",36,22,294,40,26,4,4
"2022-04-28","CENTRAL",37,21,292,42,26,5,5
"2022-04-29","CENTRAL",33,22,289,38,27,5,5
"2022-04-30","CENTRAL",30,17,306,36,20,6,3
"2022-05-01","CENTRAL",32,19,316,37,22,5,3
"2022-05-02","CENTRAL",33,20,297,38,22,5,2
"2022-05-03","CENTRAL",40,23,314,45,25,5,2
"2022-05-04","CENTRAL",41,24,309,46,27,5,3
"2022-05-05","CENTRAL",39,24,306,44,26,5,2
"2022-05-06","CENTRAL",35,19,302,39,21,4,2
"2022-05-07","CENTRAL",43,23,298,48,25,5,2
"2022-05-08","CENTRAL",43,24,257,48,27,5,3
"2022-05-09","CENTRAL",44,25,284,49,27,5,2
"2022-05-10","CENTRAL",42,27,289,47,29,5,2
"2022-05-11","CENTRAL",42,21,302,46,22,4,1
"2022-05-12","CENTRAL",40,19,287,43,20,3,1
"2022-05-13","CENTRAL",34,21,256,37,23,3,2
"2022-05-14","CENTRAL",37,19,252,40,20,3,1
"2022-05-15","CENTRAL",36,19,270,39,20,3,1
"2022-05-16","CENTRAL",35,21,228,40,25,5,4
"2022-05-17","CENTRAL",39,21,241,44,24,5,3
"2022-05-18","CENTRAL",38,19,244,45,22,7,3
"2022-05-19","CENTRAL",33,22,235,39,25,6,3
"2022-05-20","CENTRAL",34,21,235,39,22,5,1
"2022-05-21","CENTRAL",30,19,228,35,21,5,2
"2022-05-22","CENTRAL",28,18,232,33,20,5,2
"2022-05-23","CENTRAL",33,18,237,40,20,7,2
"2022-05-24","CENTRAL",29,18,227,37,21,8,3
"2022-05-25","CENTRAL",27,16,207,36,20,9,4
"2022-05-26","CENTRAL",25,13,174,34,16,9,3
"2022-05-27","CENTRAL",25,15,158,32,18,7,3
"2022-05-28","CENTRAL",24,11,162,32,16,8,5
"2022-05-29","CENTRAL",22,10,162,32,16,10,6
"2022-05-30","CENTRAL",22,12,137,32,18,10,6
"2022-05-31","CENTRAL",19,11,146,30,18,11,7
"2022-06-01","CENTRAL",19,10,148,28,16,9,6
"2022-06-02","CENTRAL",20,11,166,28,18,8,7
"2022-06-03","CENTRAL",20,12,155,28,19,8,7
"2022-06-04","CENTRAL",18,11,154,26,18,8,7
"2022-06-05","CENTRAL",23,13,138,31,20,8,7
"2022-06-06","CENTRAL",21,12,143,29,18,8,6
"2022-06-07","CENTRAL",20,12,145,28,19,8,7
"2022-06-08","CENTRAL",21,8,139,29,13,8,5
"2022-06-09","CENTRAL",19,8,140,26,13,7,5
"2022-06-10","CENTRAL",20,8,127,27,13,7,5
"2022-06-11","CENTRAL",17,5,131,24,10,7,5
"2022-06-12","CENTRAL",18,8,144,26,14,8,6
"2022-06-13","CENTRAL",18,9,135,26,15,8,6
"2022-06-14","CENTRAL",15,10,125,26,17,11,7
"2022-06-15","CENTRAL",14,8,120,25,15,11,7
"2022-06-16","CENTRAL",16,7,129,26,11,10,4
"2022-06-17","CENTRAL",15,9,111,25,14,10,5
"2022-06-18","CENTRAL",16,7,116,25,12,9,5
"2022-06-19","CENTRAL",16,6,131,23,11,7,5
"2022-06-20","CENTRAL",15,7,114,22,11,7,4
"2022-06-21","CENTRAL",15,8,121,22,13,7,5
"2022-06-22","CENTRAL",16,8,128,23,12,7,4
"2022-06-23","CENTRAL",16,7,129,20,11,4,4
"2022-06-24","CENTRAL",14,5,134,18,9,4,4
"2022-06-25","CENTRAL",14,8,147,18,12,4,4
"2022-06-26","CENTRAL",17,6,172,20,9,3,3
"2022-06-27","CENTRAL",19,8,159,22,11,3,3
"2022-06-28","CENTRAL",20,9,165,23,12,3,3
"2022-06-29","CENTRAL",21,9,143,24,10,3,1
"2022-06-30","CENTRAL",19,8,168,25,11,6,3
"2022-07-01","CENTRAL",21,10,157,26,13,5,3
"2022-07-02","CENTRAL",21,10,186,25,12,4,2
"2022-07-03","CENTRAL",21,10,204,25,12,4,2
"2022-07-04","CENTRAL",22,8,199,27,11,5,3
"2022-07-05","CENTRAL",23,9,182,28,11,5,2
"2022-07-06","CENTRAL",20,7,211,25,10,5,3
"2022-07-07","CENTRAL",20,9,211,25,12,5,3
"2022-07-08","CENTRAL",17,6,207,21,7,4,1
"2022-07-09","CENTRAL",17,7,228,22,9,5,2
"2022-07-10","CENTRAL",16,7,250,20,9,4,2
"2022-07-11","CENTRAL",14,5,260,19,7,5,2
"2022-07-12","CENTRAL",17,5,253,21,8,4,3
"2022-07-13","CENTRAL",18,7,270,23,10,5,3
"2022-07-14","CENTRAL",18,8,288,24,10,6,2
"2022-07-15","CENTRAL",19,8,300,25,10,6,2
"2022-07-16","CENTRAL",22,8,312,28,11,6,3
"2022-07-17","CENTRAL",27,12,353,32,16,5,4
"2022-07-18","CENTRAL",25,12,363,29,15,4,3
"2022-07-19","CENTRAL",25,14,364,29,17,4,3
"2022-07-20","CENTRAL",24,13,347,28,15,4,2
"2022-07-21","CENTRAL",25,13,358,29,15,4,2
"2022-07-22","CENTRAL",25,15,326,28,18,3,3
"2022-07-23","CENTRAL",23,14,297,26,16,3,2
"2022-07-24","CENTRAL",29,13,331,32,15,3,2
"2022-07-25","CENTRAL",30,17,312,32,18,2,1
"2022-07-26","CENTRAL",32,19,330,34,21,2,2
"2022-07-27","CENTRAL",31,19,338,33,20,2,1
"2022-07-28","CENTRAL",32,18,335,35,19,3,1
"2022-07-29","CENTRAL",31,19,313,33,20,2,1
"2022-07-30","CENTRAL",28,17,317,30,18,2,1
"2022-07-31","CENTRAL",28,17,311,30,19,2,2
"2022-08-01","CENTRAL",34,21,327,37,23,3,2
"2022-08-02","CENTRAL",32,19,309,34,20,2,1
"2022-08-03","CENTRAL",29,18,283,30,19,1,1
"2022-08-04","CENTRAL",28,19,276,29,20,1,1
"2022-08-05","CENTRAL",31,20,262,32,21,1,1
"2022-08-06","CENTRAL",29,21,260,32,22,3,1
"2022-08-07","CENTRAL",32,18,256,35,19,3,1
"2022-08-08","CENTRAL",33,16,251,36,17,3,1
"2022-08-09","CENTRAL",36,14,208,40,16,4,2
"2022-08-10","CENTRAL",33,15,225,37,16,4,1
"2022-08-11","CENTRAL",32,17,213,36,19,4,2
"2022-08-12","CENTRAL",29,16,205,32,18,3,2
"2022-08-13","CENTRAL",31,17,225,34,19,3,2
"2022-08-14","CENTRAL",28,17,238,31,19,3,2
"2022-08-15","CENTRAL",26,15,237,30,17,4,2
"2022-08-16","CENTRAL",27,14,218,31,16,4,2
"2022-08-17","CENTRAL",27,14,228,31,16,4,2
"2022-08-18","CENTRAL",26,14,233,29,16,3,2
"2022-08-19","CENTRAL",22,14,226,24,16,2,2
"2022-08-20","CENTRAL",19,11,233,22,13,3,2
"2022-08-21","CENTRAL",25,11,236,28,13,3,2
"2022-08-22","CENTRAL",24,11,241,26,13,2,2
"2022-08-23","CENTRAL",29,12,232,32,15,3,3
"2022-08-24","CENTRAL",28,15,217,31,18,3,3
"2022-08-25","CENTRAL",33,17,207,35,19,2,2
"2022-08-26","CENTRAL",31,15,205,33,17,2,2
"2022-08-27","CENTRAL",31,13,216,34,15,3,2
"2022-08-28","CENTRAL",32,11,210,35,13,3,2
"2022-08-29","CENTRAL",36,14,224,39,15,3,1
"2022-08-30","CENTRAL",32,13,216,35,14,3,1
"2022-08-31","CENTRAL",28,8,233,32,11,4,3
"2022-09-01","CENTRAL",28,11,236,31,12,3,1
"2022-09-02","CENTRAL",25,12,213,28,13,3,1
"2022-09-03","CENTRAL",26,10,237,30,11,4,1
"2022-09-04","CENTRAL",26,13,248,30,14,4,1
"2022-09-05","CENTRAL",26,14,264,30,15,4,1
"2022-09-06","CENTRAL",26,11,260,29,12,3,1
"2022-09-07","CENTRAL",25,11,269,28,12,3,1
"2022-09-08","CENTRAL",23,13,267,27,14,4,1
"2022-09-09","CENTRAL",23,9,242,27,10,4,1
"2022-09-10","CENTRAL",22,10,251,26,11,4,1
"2022-09-11","CENTRAL",27,14,273,31,15,4,1
"2022-09-12","CENTRAL",27,12,247,29,12,2,0
"2022-09-13","CENTRAL",19,11,241,22,11,3,0
"2022-09-14","CENTRAL",22,13,239,24,14,2,1
"2022-09-15","CENTRAL",24,12,248,27,14,3,2
"2022-09-16","CENTRAL",24,15,222,27,16,3,1
"2022-09-17","CENTRAL",25,16,218,28,17,3,1
"2022-09-18","CENTRAL",26,15,238,27,16,1,1
"2022-09-19","CENTRAL",24,15,230,26,17,2,2
"2022-09-20","CENTRAL",24,15,224,28,17,4,2
"2022-09-21","CENTRAL",29,16,269,33,19,4,3
"2022-09-22","CENTRAL",29,15,246,31,16,2,1
"2022-09-23","CENTRAL",26,15,223,30,17,4,2
"2022-09-24","CENTRAL",25,14,244,29,16,4,2
"2022-09-25","CENTRAL",22,16,260,27,19,5,3
"2022-09-26","CENTRAL",27,18,269,32,20,5,2
"2022-09-27","CENTRAL",23,14,269,30,20,7,6
"2022-09-28","CENTRAL",22,15,284,29,21,7,6
"2022-09-29","CENTRAL",27,13,285,34,18,7,5
"2022-09-30","CENTRAL",30,14,278,37,19,7,5
"2022-10-01","CENTRAL",29,16,270,36,21,7,5
"2022-10-02","CENTRAL",27,13,300,34,19,7,6
"2022-10-03","CENTRAL",25,13,296,33,21,8,8
"2022-10-04","CENTRAL",21,13,314,29,19,8,6
"2022-10-05","CENTRAL",22,15,340,30,21,8,6
"2022-10-06","CENTRAL",23,15,329,31,21,8,6
"2022-10-07","CENTRAL",24,17,310,32,23,8,6
"2022-10-08","CENTRAL",25,15,341,33,22,8,7
"2022-10-09","CENTRAL",24,15,349,32,19,8,4
"2022-10-10","CENTRAL",27,14,380,35,20,8,6
"2022-10-11","CENTRAL",30,14,335,38,20,8,6
"2022-10-12","CENTRAL",29,16,331,36,21,7,5
"2022-10-13","CENTRAL",30,16,366,37,21,7,5
"2022-10-14","CENTRAL",34,16,335,42,21,8,5
"2022-10-15","CENTRAL",35,15,339,43,20,8,5
"2022-10-16","CENTRAL",31,14,383,39,19,8,5
"2022-10-17","CENTRAL",32,14,353,39,20,7,6
"2022-10-18","CENTRAL",33,17,367,40,23,7,6
"2022-10-19","CENTRAL",32,14,354,39,18,7,4
"2022-10-20","CENTRAL",32,15,371,39,19,7,4
"2022-10-21","CENTRAL",33,14,336,41,19,8,5
"2022-10-22","CENTRAL",28,11,357,35,14,7,3
"2022-10-23","CENTRAL",30,11,368,37,13,7,2
"2022-10-24","CENTRAL",31,13,364,39,15,8,2
"2022-10-25","CENTRAL",31,10,361,38,12,7,2
"2022-10-26","CENTRAL",24,9,404,31,9,7,0
"2022-10-27","CENTRAL",25,10,381,32,13,7,3
"2022-10-28","CENTRAL",20,10,367,26,13,6,3
"2022-10-29","CENTRAL",21,8,380,28,10,7,2
"2022-10-30","CENTRAL",22,9,408,30,10,8,1
"2022-10-31","CENTRAL",16,7,360,24,10,8,3
"2022-11-01","CENTRAL",17,5,372,25,8,8,3
"2022-11-02","CENTRAL",19,4,348,24,6,5,2
"2022-11-03","CENTRAL",20,3,355,26,6,6,3
"2022-11-04","CENTRAL",20,4,311,27,8,7,4
"2022-11-05","CENTRAL",19,3,320,26,7,7,4
"2022-11-06","CENTRAL",20,5,304,27,8,7,3
"2022-11-07","CENTRAL",27,10,298,34,13,7,3
"2022-11-08","CENTRAL",27,9,295,34,11,7,2
"2022-11-09","CENTRAL",28,10,265,35,13,7,3
"2022-11-10","CENTRAL",28,8,255,37,11,9,3
"2022-11-11","CENTRAL",25,10,254,33,11,8,1
"2022-11-12","CENTRAL",31,8,263,40,9,9,1
"2022-11-13","CENTRAL",31,10,274,39,12,8,2
"2022-11-14","CENTRAL",31,9,245,38,11,7,2
"2022-11-15","CENTRAL",32,13,234,37,15,5,2
"2022-11-16","CENTRAL",29,13,260,33,15,4,2
